query_id,doc_id,method,should_expand,did_expand,correct_trigger,nodes_before,nodes_after
doc002_q04,doc002,dat_no_expansion,False,False,True,5,0
doc002_q04,doc002,dat_parent_only,False,False,True,5,0
doc002_q04,doc002,dat_no_self_scoring,False,False,True,5,0
doc002_q05,doc002,dat_full,False,False,True,4,0
doc002_q05,doc002,dat_no_expansion,False,False,True,4,0
doc002_q05,doc002,dat_parent_only,False,False,True,6,0
doc002_q05,doc002,dat_no_self_scoring,False,False,True,6,0
doc002_q06,doc002,dat_full,False,False,True,6,0
doc002_q06,doc002,dat_no_expansion,False,False,True,7,0
doc002_q06,doc002,dat_parent_only,False,False,True,5,0
doc002_q06,doc002,dat_no_self_scoring,False,False,True,8,0
doc002_q07,doc002,dat_full,False,False,True,4,0
doc002_q07,doc002,dat_no_expansion,False,False,True,8,0
doc002_q07,doc002,dat_parent_only,False,False,True,4,0
doc002_q07,doc002,dat_no_self_scoring,False,False,True,7,0
doc002_q08,doc002,dat_full,True,True,True,6,11
doc002_q08,doc002,dat_no_expansion,True,False,False,6,0
doc002_q08,doc002,dat_parent_only,True,True,True,4,6
doc002_q08,doc002,dat_no_self_scoring,True,True,True,8,8
doc003_q01,doc003,dat_full,False,False,True,8,0
doc003_q01,doc003,dat_no_expansion,False,False,True,7,0
doc003_q01,doc003,dat_parent_only,False,False,True,8,0
doc003_q01,doc003,dat_no_self_scoring,False,False,True,4,0
doc003_q02,doc003,dat_full,True,False,False,4,0
doc003_q02,doc003,dat_no_expansion,True,False,False,4,0
doc003_q02,doc003,dat_parent_only,True,True,True,5,6
doc003_q02,doc003,dat_no_self_scoring,True,True,True,4,14
doc003_q03,doc003,dat_full,False,False,True,4,0
doc003_q03,doc003,dat_no_expansion,False,False,True,5,0
doc003_q03,doc003,dat_parent_only,False,False,True,8,0
doc003_q03,doc003,dat_no_self_scoring,False,False,True,8,0
doc003_q04,doc003,dat_full,False,False,True,7,0
doc003_q04,doc003,dat_no_expansion,False,False,True,7,0
doc003_q04,doc003,dat_parent_only,False,False,True,8,0
doc003_q04,doc003,dat_no_self_scoring,False,False,True,8,0
doc003_q05,doc003,dat_full,True,True,True,4,6
doc003_q05,doc003,dat_no_expansion,True,False,False,6,0
doc003_q05,doc003,dat_parent_only,True,True,True,7,8
doc003_q05,doc003,dat_no_self_scoring,True,True,True,7,10
doc003_q06,doc003,dat_full,False,False,True,6,0
doc003_q06,doc003,dat_no_expansion,False,False,True,7,0
doc003_q06,doc003,dat_parent_only,False,False,True,7,0
doc003_q06,doc003,dat_no_self_scoring,False,False,True,4,0
doc003_q07,doc003,dat_full,False,False,True,7,0
doc003_q07,doc003,dat_no_expansion,False,False,True,6,0
doc003_q07,doc003,dat_parent_only,False,False,True,5,0
doc003_q07,doc003,dat_no_self_scoring,False,False,True,8,0
doc003_q08,doc003,dat_full,False,False,True,6,0
doc003_q08,doc003,dat_no_expansion,False,False,True,7,0
doc003_q08,doc003,dat_parent_only,False,False,True,4,0
doc003_q08,doc003,dat_no_self_scoring,False,False,True,4,0
doc004_q01,doc004,dat_full,False,False,True,4,0
doc004_q01,doc004,dat_no_expansion,False,False,True,4,0
doc004_q01,doc004,dat_parent_only,False,False,True,6,0
doc004_q01,doc004,dat_no_self_scoring,False,False,True,6,0
doc004_q02,doc004,dat_full,True,True,True,6,6
doc004_q02,doc004,dat_no_expansion,True,False,False,4,0
doc004_q02,doc004,dat_parent_only,True,True,True,8,12
doc004_q02,doc004,dat_no_self_scoring,True,True,True,7,11
doc004_q03,doc004,dat_full,False,False,True,7,0
doc004_q03,doc004,dat_no_expansion,False,False,True,5,0
doc004_q03,doc004,dat_parent_only,False,False,True,8,0
doc004_q03,doc004,dat_no_self_scoring,False,False,True,8,0
doc004_q04,doc004,dat_full,False,False,True,5,0
doc004_q04,doc004,dat_no_expansion,False,False,True,6,0
doc004_q04,doc004,dat_parent_only,False,False,True,6,0
doc004_q04,doc004,dat_no_self_scoring,False,False,True,7,0
doc004_q05,doc004,dat_full,False,False,True,5,0
doc004_q05,doc004,dat_no_expansion,False,False,True,4,0
doc004_q05,doc004,dat_parent_only,False,False,True,8,0
doc004_q05,doc004,dat_no_self_scoring,False,False,True,4,0
doc004_q06,doc004,dat_full,False,False,True,7,0
doc004_q06,doc004,dat_no_expansion,False,False,True,8,0
doc004_q06,doc004,dat_parent_only,False,False,True,6,0
doc004_q06,doc004,dat_no_self_scoring,False,False,True,5,0
doc004_q07,doc004,dat_full,True,True,True,8,11
doc004_q07,doc004,dat_no_expansion,True,False,False,4,0
doc004_q07,doc004,dat_parent_only,True,True,True,6,7
doc004_q07,doc004,dat_no_self_scoring,True,False,False,6,0
doc004_q08,doc004,dat_full,False,False,True,7,0
doc004_q08,doc004,dat_no_expansion,False,False,True,7,0
doc004_q08,doc004,dat_parent_only,False,False,True,4,0
doc004_q08,doc004,dat_no_self_scoring,False,False,True,6,0
doc005_q01,doc005,dat_full,False,False,True,6,0
doc005_q01,doc005,dat_no_expansion,False,False,True,7,0
doc005_q01,doc005,dat_parent_only,False,False,True,6,0
doc005_q01,doc005,dat_no_self_scoring,False,False,True,8,0
doc005_q02,doc005,dat_full,False,False,True,8,0
doc005_q02,doc005,dat_no_expansion,False,False,True,6,0
doc005_q02,doc005,dat_parent_only,False,False,True,8,0
doc005_q02,doc005,dat_no_self_scoring,False,False,True,6,0
doc005_q03,doc005,dat_full,False,False,True,4,0
doc005_q03,doc005,dat_no_expansion,False,False,True,7,0
doc005_q03,doc005,dat_parent_only,False,False,True,6,0
doc005_q03,doc005,dat_no_self_scoring,False,False,True,6,0
doc005_q04,doc005,dat_full,True,True,True,7,11
doc005_q04,doc005,dat_no_expansion,True,False,False,8,0
doc005_q04,doc005,dat_parent_only,True,True,True,8,11
doc005_q04,doc005,dat_no_self_scoring,True,True,True,4,8
doc005_q05,doc005,dat_full,False,False,True,6,0
doc005_q05,doc005,dat_no_expansion,False,False,True,6,0
doc005_q05,doc005,dat_parent_only,False,False,True,7,0
doc005_q05,doc005,dat_no_self_scoring,False,False,True,7,0
doc005_q06,doc005,dat_full,False,False,True,6,0
doc005_q06,doc005,dat_no_expansion,False,False,True,7,0
doc005_q06,doc005,dat_parent_only,False,False,True,8,0
doc005_q06,doc005,dat_no_self_scoring,False,False,True,7,0
doc005_q07,doc005,dat_full,False,False,True,6,0
doc005_q07,doc005,dat_no_expansion,False,False,True,4,0
doc005_q07,doc005,dat_parent_only,False,False,True,8,0
doc005_q07,doc005,dat_no_self_scoring,False,False,True,8,0
doc005_q08,doc005,dat_full,False,False,True,8,0
doc005_q08,doc005,dat_no_expansion,False,False,True,6,0
doc005_q08,doc005,dat_parent_only,False,False,True,4,0
doc005_q08,doc005,dat_no_self_scoring,False,False,True,7,0
doc006_q01,doc006,dat_full,False,False,True,7,0
doc006_q01,doc006,dat_no_expansion,False,False,True,5,0
doc006_q01,doc006,dat_parent_only,False,False,True,6,0
doc006_q01,doc006,dat_no_self_scoring,False,False,True,7,0
doc006_q02,doc006,dat_full,False,False,True,6,0
doc006_q02,doc006,dat_no_expansion,False,False,True,4,0
doc006_q02,doc006,dat_parent_only,False,False,True,7,0
doc006_q02,doc006,dat_no_self_scoring,False,False,True,8,0
doc006_q03,doc006,dat_full,True,True,True,7,12
doc006_q03,doc006,dat_no_expansion,True,False,False,8,0
doc006_q03,doc006,dat_parent_only,True,True,True,4,7
doc006_q03,doc006,dat_no_self_scoring,True,True,True,4,9
doc006_q04,doc006,dat_full,False,False,True,5,0
doc006_q04,doc006,dat_no_expansion,False,False,True,8,0
doc006_q04,doc006,dat_parent_only,False,False,True,5,0
doc006_q04,doc006,dat_no_self_scoring,False,False,True,8,0
doc006_q05,doc006,dat_full,False,False,True,5,0
doc006_q05,doc006,dat_no_expansion,False,False,True,7,0
doc006_q05,doc006,dat_parent_only,False,False,True,7,0
doc006_q05,doc006,dat_no_self_scoring,False,False,True,8,0
doc006_q06,doc006,dat_full,False,False,True,6,0
doc006_q06,doc006,dat_no_expansion,False,False,True,6,0
doc006_q06,doc006,dat_parent_only,False,False,True,7,0
doc006_q06,doc006,dat_no_self_scoring,False,False,True,8,0
doc006_q07,doc006,dat_full,False,False,True,6,0
doc006_q07,doc006,dat_no_expansion,False,False,True,5,0
doc006_q07,doc006,dat_parent_only,False,False,True,8,0
doc006_q07,doc006,dat_no_self_scoring,False,False,True,6,0
doc006_q08,doc006,dat_full,False,False,True,4,0
doc006_q08,doc006,dat_no_expansion,False,False,True,8,0
doc006_q08,doc006,dat_parent_only,False,False,True,6,0
doc006_q08,doc006,dat_no_self_scoring,False,False,True,4,0
doc007_q01,doc007,dat_full,False,False,True,5,0
doc007_q01,doc007,dat_no_expansion,False,False,True,6,0
doc007_q01,doc007,dat_parent_only,False,False,True,7,0
doc007_q01,doc007,dat_no_self_scoring,False,False,True,4,0
doc007_q02,doc007,dat_full,False,False,True,7,0
doc007_q02,doc007,dat_no_expansion,False,False,True,7,0
doc007_q02,doc007,dat_parent_only,False,False,True,6,0
doc007_q02,doc007,dat_no_self_scoring,False,False,True,4,0
doc007_q03,doc007,dat_full,True,True,True,4,8
doc007_q03,doc007,dat_no_expansion,True,False,False,4,0
doc007_q03,doc007,dat_parent_only,True,True,True,6,14
doc007_q03,doc007,dat_no_self_scoring,True,True,True,5,10
doc007_q04,doc007,dat_full,False,False,True,8,0
doc007_q04,doc007,dat_no_expansion,False,False,True,6,0
doc007_q04,doc007,dat_parent_only,False,False,True,5,0
doc007_q04,doc007,dat_no_self_scoring,False,False,True,5,0
doc007_q05,doc007,dat_full,False,False,True,4,0
doc007_q05,doc007,dat_no_expansion,False,False,True,6,0
doc007_q05,doc007,dat_parent_only,False,False,True,7,0
doc007_q05,doc007,dat_no_self_scoring,False,False,True,6,0
doc007_q06,doc007,dat_full,False,False,True,5,0
doc007_q06,doc007,dat_no_expansion,False,False,True,8,0
doc007_q06,doc007,dat_parent_only,False,False,True,5,0
doc007_q06,doc007,dat_no_self_scoring,False,False,True,6,0
doc007_q07,doc007,dat_full,True,True,True,4,9
doc007_q07,doc007,dat_no_expansion,True,False,False,7,0
doc007_q07,doc007,dat_parent_only,True,True,True,8,8
doc007_q07,doc007,dat_no_self_scoring,True,True,True,7,10
doc007_q08,doc007,dat_full,False,False,True,8,0
doc007_q08,doc007,dat_no_expansion,False,False,True,8,0
doc007_q08,doc007,dat_parent_only,False,False,True,8,0
doc007_q08,doc007,dat_no_self_scoring,False,False,True,6,0
doc008_q01,doc008,dat_full,False,False,True,8,0
doc008_q01,doc008,dat_no_expansion,False,False,True,8,0
doc008_q01,doc008,dat_parent_only,False,False,True,4,0
doc008_q01,doc008,dat_no_self_scoring,False,False,True,8,0
doc008_q02,doc008,dat_full,False,False,True,5,0
doc008_q02,doc008,dat_no_expansion,False,False,True,5,0
doc008_q02,doc008,dat_parent_only,False,False,True,7,0
doc008_q02,doc008,dat_no_self_scoring,False,False,True,7,0
doc008_q03,doc008,dat_full,False,False,True,5,0
doc008_q03,doc008,dat_no_expansion,False,False,True,4,0
doc008_q03,doc008,dat_parent_only,False,False,True,7,0
doc008_q03,doc008,dat_no_self_scoring,False,False,True,4,0
doc008_q04,doc008,dat_full,False,False,True,6,0
doc008_q04,doc008,dat_no_expansion,False,False,True,7,0
doc008_q04,doc008,dat_parent_only,False,False,True,6,0
doc008_q04,doc008,dat_no_self_scoring,False,False,True,7,0
doc008_q05,doc008,dat_full,True,True,True,4,11
doc008_q05,doc008,dat_no_expansion,True,False,False,5,0
doc008_q05,doc008,dat_parent_only,True,True,True,5,6
doc008_q05,doc008,dat_no_self_scoring,True,True,True,5,9
doc008_q06,doc008,dat_full,False,False,True,6,0
doc008_q06,doc008,dat_no_expansion,False,False,True,8,0
doc008_q06,doc008,dat_parent_only,False,False,True,4,0
doc008_q06,doc008,dat_no_self_scoring,False,False,True,6,0
doc008_q07,doc008,dat_full,False,False,True,8,0
doc008_q07,doc008,dat_no_expansion,False,False,True,4,0
doc008_q07,doc008,dat_parent_only,False,False,True,7,0
doc008_q07,doc008,dat_no_self_scoring,False,False,True,4,0
doc008_q08,doc008,dat_full,False,False,True,5,0
doc008_q08,doc008,dat_no_expansion,False,False,True,4,0
doc008_q08,doc008,dat_parent_only,False,False,True,4,0
doc008_q08,doc008,dat_no_self_scoring,False,False,True,6,0
doc009_q01,doc009,dat_full,False,False,True,7,0
doc009_q01,doc009,dat_no_expansion,False,False,True,7,0
doc009_q01,doc009,dat_parent_only,False,False,True,8,0
doc009_q01,doc009,dat_no_self_scoring,False,False,True,6,0
doc009_q02,doc009,dat_full,False,False,True,8,0
doc009_q02,doc009,dat_no_expansion,False,False,True,4,0
doc009_q02,doc009,dat_parent_only,False,False,True,8,0
doc009_q02,doc009,dat_no_self_scoring,False,False,True,8,0
doc009_q03,doc009,dat_full,False,False,True,8,0
doc009_q03,doc009,dat_no_expansion,False,False,True,7,0
doc009_q03,doc009,dat_parent_only,False,False,True,7,0
doc009_q03,doc009,dat_no_self_scoring,False,False,True,8,0
doc009_q04,doc009,dat_full,False,False,True,7,0
doc009_q04,doc009,dat_no_expansion,False,False,True,5,0
doc009_q04,doc009,dat_parent_only,False,False,True,4,0
doc009_q04,doc009,dat_no_self_scoring,False,False,True,8,0
doc009_q05,doc009,dat_full,False,False,True,8,0
doc009_q05,doc009,dat_no_expansion,False,False,True,7,0
doc009_q05,doc009,dat_parent_only,False,False,True,4,0
doc009_q05,doc009,dat_no_self_scoring,False,False,True,6,0
doc009_q06,doc009,dat_full,False,False,True,6,0
doc009_q06,doc009,dat_no_expansion,False,False,True,5,0
doc009_q06,doc009,dat_parent_only,False,False,True,4,0
doc009_q06,doc009,dat_no_self_scoring,False,False,True,4,0
doc009_q07,doc009,dat_full,False,False,True,5,0
doc009_q07,doc009,dat_no_expansion,False,False,True,5,0
doc009_q07,doc009,dat_parent_only,False,False,True,6,0
doc009_q07,doc009,dat_no_self_scoring,False,False,True,6,0
doc009_q08,doc009,dat_full,False,False,True,7,0
doc009_q08,doc009,dat_no_expansion,False,False,True,4,0
doc009_q08,doc009,dat_parent_only,False,False,True,8,0
doc009_q08,doc009,dat_no_self_scoring,False,False,True,4,0
doc010_q01,doc010,dat_full,False,False,True,7,0
doc010_q01,doc010,dat_no_expansion,False,False,True,7,0
doc010_q01,doc010,dat_parent_only,False,False,True,7,0
doc010_q01,doc010,dat_no_self_scoring,False,False,True,8,0
doc010_q02,doc010,dat_full,False,False,True,7,0
doc010_q02,doc010,dat_no_expansion,False,False,True,7,0
doc010_q02,doc010,dat_parent_only,False,False,True,7,0
doc010_q02,doc010,dat_no_self_scoring,False,False,True,7,0
doc010_q03,doc010,dat_full,True,True,True,7,13
doc010_q03,doc010,dat_no_expansion,True,False,False,8,0
doc010_q03,doc010,dat_parent_only,True,True,True,7,7
doc010_q03,doc010,dat_no_self_scoring,True,True,True,8,8
doc010_q04,doc010,dat_full,True,True,True,5,6
doc010_q04,doc010,dat_no_expansion,True,False,False,5,0
doc010_q04,doc010,dat_parent_only,True,True,True,6,8
doc010_q04,doc010,dat_no_self_scoring,True,True,True,4,12
doc010_q05,doc010,dat_full,False,False,True,4,0
doc010_q05,doc010,dat_no_expansion,False,False,True,6,0
doc010_q05,doc010,dat_parent_only,False,False,True,5,0
doc010_q05,doc010,dat_no_self_scoring,False,False,True,6,0
doc010_q06,doc010,dat_full,True,True,True,5,11
doc010_q06,doc010,dat_no_expansion,True,False,False,6,0
doc010_q06,doc010,dat_parent_only,True,True,True,4,9
doc010_q06,doc010,dat_no_self_scoring,True,True,True,8,10
doc010_q07,doc010,dat_full,False,False,True,5,0
doc010_q07,doc010,dat_no_expansion,False,False,True,4,0
doc010_q07,doc010,dat_parent_only,False,False,True,8,0
doc010_q07,doc010,dat_no_self_scoring,False,False,True,7,0
doc010_q08,doc010,dat_full,False,False,True,4,0
doc010_q08,doc010,dat_no_expansion,False,False,True,4,0
doc010_q08,doc010,dat_parent_only,False,False,True,6,0
doc010_q08,doc010,dat_no_self_scoring,False,False,True,8,0
doc011_q01,doc011,dat_full,False,False,True,8,0
doc011_q01,doc011,dat_no_expansion,False,False,True,5,0
doc011_q01,doc011,dat_parent_only,False,False,True,8,0
doc011_q01,doc011,dat_no_self_scoring,False,False,True,6,0
doc011_q02,doc011,dat_full,False,False,True,6,0
doc011_q02,doc011,dat_no_expansion,False,False,True,7,0
doc011_q02,doc011,dat_parent_only,False,False,True,5,0
doc011_q02,doc011,dat_no_self_scoring,False,False,True,7,0
doc011_q03,doc011,dat_full,True,True,True,6,9
doc011_q03,doc011,dat_no_expansion,True,False,False,4,0
doc011_q03,doc011,dat_parent_only,True,True,True,5,6
doc011_q03,doc011,dat_no_self_scoring,True,False,False,4,0
doc011_q04,doc011,dat_full,True,True,True,5,8
doc011_q04,doc011,dat_no_expansion,True,False,False,4,0
doc011_q04,doc011,dat_parent_only,True,True,True,6,6
doc011_q04,doc011,dat_no_self_scoring,True,True,True,6,6
doc011_q05,doc011,dat_full,False,False,True,5,0
doc011_q05,doc011,dat_no_expansion,False,False,True,7,0
doc011_q05,doc011,dat_parent_only,False,False,True,4,0
doc011_q05,doc011,dat_no_self_scoring,False,False,True,6,0
doc011_q06,doc011,dat_full,False,False,True,7,0
doc011_q06,doc011,dat_no_expansion,False,False,True,6,0
doc011_q06,doc011,dat_parent_only,False,False,True,5,0
doc011_q06,doc011,dat_no_self_scoring,False,False,True,8,0
doc011_q07,doc011,dat_full,False,False,True,6,0
doc011_q07,doc011,dat_no_expansion,False,False,True,6,0
doc011_q07,doc011,dat_parent_only,False,False,True,4,0
doc011_q07,doc011,dat_no_self_scoring,False,False,True,4,0
doc011_q08,doc011,dat_full,False,False,True,7,0
doc011_q08,doc011,dat_no_expansion,False,False,True,7,0
doc011_q08,doc011,dat_parent_only,False,False,True,7,0
doc011_q08,doc011,dat_no_self_scoring,False,False,True,6,0
doc012_q01,doc012,dat_full,False,False,True,6,0
doc012_q01,doc012,dat_no_expansion,False,False,True,7,0
doc012_q01,doc012,dat_parent_only,False,False,True,4,0
doc012_q01,doc012,dat_no_self_scoring,False,False,True,6,0
doc012_q02,doc012,dat_full,False,False,True,4,0
doc012_q02,doc012,dat_no_expansion,False,False,True,6,0
doc012_q02,doc012,dat_parent_only,False,False,True,6,0
doc012_q02,doc012,dat_no_self_scoring,False,False,True,6,0
doc012_q03,doc012,dat_full,True,False,False,8,0
doc012_q03,doc012,dat_no_expansion,True,False,False,6,0
doc012_q03,doc012,dat_parent_only,True,True,True,5,6
doc012_q03,doc012,dat_no_self_scoring,True,True,True,7,13
doc012_q04,doc012,dat_full,False,False,True,4,0
doc012_q04,doc012,dat_no_expansion,False,False,True,4,0
doc012_q04,doc012,dat_parent_only,False,False,True,5,0
doc012_q04,doc012,dat_no_self_scoring,False,False,True,7,0
doc012_q05,doc012,dat_full,False,False,True,4,0
doc012_q05,doc012,dat_no_expansion,False,False,True,6,0
doc012_q05,doc012,dat_parent_only,False,False,True,7,0
doc012_q05,doc012,dat_no_self_scoring,False,False,True,8,0
doc012_q06,doc012,dat_full,True,True,True,5,13
doc012_q06,doc012,dat_no_expansion,True,False,False,7,0
doc012_q06,doc012,dat_parent_only,True,True,True,6,14
doc012_q06,doc012,dat_no_self_scoring,True,True,True,7,12
doc012_q07,doc012,dat_full,False,False,True,7,0
doc012_q07,doc012,dat_no_expansion,False,False,True,6,0
doc012_q07,doc012,dat_parent_only,False,False,True,6,0
doc012_q07,doc012,dat_no_self_scoring,False,False,True,5,0
doc012_q08,doc012,dat_full,False,False,True,6,0
doc012_q08,doc012,dat_no_expansion,False,False,True,4,0
doc012_q08,doc012,dat_parent_only,False,False,True,5,0
doc012_q08,doc012,dat_no_self_scoring,False,False,True,5,0
doc013_q01,doc013,dat_full,False,False,True,8,0
doc013_q01,doc013,dat_no_expansion,False,False,True,4,0
doc013_q01,doc013,dat_parent_only,False,False,True,4,0
doc013_q01,doc013,dat_no_self_scoring,False,False,True,5,0
doc013_q02,doc013,dat_full,False,False,True,5,0
doc013_q02,doc013,dat_no_expansion,False,False,True,5,0
doc013_q02,doc013,dat_parent_only,False,False,True,6,0
doc013_q02,doc013,dat_no_self_scoring,False,False,True,6,0
doc013_q03,doc013,dat_full,True,False,False,8,0
doc013_q03,doc013,dat_no_expansion,True,False,False,5,0
doc013_q03,doc013,dat_parent_only,True,True,True,7,10
doc013_q03,doc013,dat_no_self_scoring,True,True,True,8,12
doc013_q04,doc013,dat_full,True,True,True,4,10
doc013_q04,doc013,dat_no_expansion,True,False,False,6,0
doc013_q04,doc013,dat_parent_only,True,True,True,7,7
doc013_q04,doc013,dat_no_self_scoring,True,True,True,6,9
doc013_q05,doc013,dat_full,False,False,True,8,0
doc013_q05,doc013,dat_no_expansion,False,False,True,5,0
doc013_q05,doc013,dat_parent_only,False,False,True,5,0
doc013_q05,doc013,dat_no_self_scoring,False,False,True,4,0
doc013_q06,doc013,dat_full,False,False,True,6,0
doc013_q06,doc013,dat_no_expansion,False,False,True,5,0
doc013_q06,doc013,dat_parent_only,False,False,True,8,0
doc013_q06,doc013,dat_no_self_scoring,False,False,True,4,0
doc013_q07,doc013,dat_full,False,False,True,8,0
doc013_q07,doc013,dat_no_expansion,False,False,True,4,0
doc013_q07,doc013,dat_parent_only,False,False,True,6,0
doc013_q07,doc013,dat_no_self_scoring,False,False,True,5,0
doc013_q08,doc013,dat_full,False,False,True,7,0
doc013_q08,doc013,dat_no_expansion,False,False,True,7,0
doc013_q08,doc013,dat_parent_only,False,False,True,7,0
doc013_q08,doc013,dat_no_self_scoring,False,False,True,5,0
doc014_q01,doc014,dat_full,False,False,True,8,0
doc014_q01,doc014,dat_no_expansion,False,False,True,7,0
doc014_q01,doc014,dat_parent_only,False,False,True,8,0
doc014_q01,doc014,dat_no_self_scoring,False,False,True,8,0
doc014_q02,doc014,dat_full,True,True,True,7,9
doc014_q02,doc014,dat_no_expansion,True,False,False,7,0
doc014_q02,doc014,dat_parent_only,True,True,True,5,6
doc014_q02,doc014,dat_no_self_scoring,True,True,True,5,9
doc014_q03,doc014,dat_full,False,False,True,5,0
doc014_q03,doc014,dat_no_expansion,False,False,True,7,0
doc014_q03,doc014,dat_parent_only,False,False,True,8,0
doc014_q03,doc014,dat_no_self_scoring,False,False,True,4,0
doc014_q04,doc014,dat_full,False,False,True,7,0
doc014_q04,doc014,dat_no_expansion,False,False,True,7,0
doc014_q04,doc014,dat_parent_only,False,False,True,5,0
doc014_q04,doc014,dat_no_self_scoring,False,False,True,5,0
doc014_q05,doc014,dat_full,True,True,True,8,13
doc014_q05,doc014,dat_no_expansion,True,False,False,6,0
doc014_q05,doc014,dat_parent_only,True,True,True,8,14
doc014_q05,doc014,dat_no_self_scoring,True,True,True,8,9
doc014_q06,doc014,dat_full,False,False,True,7,0
doc014_q06,doc014,dat_no_expansion,False,False,True,6,0
doc014_q06,doc014,dat_parent_only,False,False,True,5,0
doc014_q06,doc014,dat_no_self_scoring,False,False,True,8,0
doc014_q07,doc014,dat_full,True,True,True,8,13
doc014_q07,doc014,dat_no_expansion,True,False,False,5,0
doc014_q07,doc014,dat_parent_only,True,True,True,8,12
doc014_q07,doc014,dat_no_self_scoring,True,True,True,6,10
doc014_q08,doc014,dat_full,False,False,True,5,0
doc014_q08,doc014,dat_no_expansion,False,False,True,6,0
doc014_q08,doc014,dat_parent_only,False,False,True,4,0
doc014_q08,doc014,dat_no_self_scoring,False,False,True,8,0
doc015_q01,doc015,dat_full,False,False,True,6,0
doc015_q01,doc015,dat_no_expansion,False,False,True,5,0
doc015_q01,doc015,dat_parent_only,False,False,True,5,0
doc015_q01,doc015,dat_no_self_scoring,False,False,True,6,0
doc015_q02,doc015,dat_full,False,False,True,8,0
doc015_q02,doc015,dat_no_expansion,False,False,True,5,0
doc015_q02,doc015,dat_parent_only,False,False,True,8,0
doc015_q02,doc015,dat_no_self_scoring,False,False,True,7,0
doc015_q03,doc015,dat_full,True,False,False,8,0
doc015_q03,doc015,dat_no_expansion,True,False,False,7,0
doc015_q03,doc015,dat_parent_only,True,True,True,8,7
doc015_q03,doc015,dat_no_self_scoring,True,True,True,8,7
doc015_q04,doc015,dat_full,True,True,True,4,13
doc015_q04,doc015,dat_no_expansion,True,False,False,8,0
doc015_q04,doc015,dat_parent_only,True,True,True,6,11
doc015_q04,doc015,dat_no_self_scoring,True,True,True,4,7
doc015_q05,doc015,dat_full,False,False,True,4,0
doc015_q05,doc015,dat_no_expansion,False,False,True,4,0
doc015_q05,doc015,dat_parent_only,False,False,True,5,0
